id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
483,Heroes of Olympus : The Lost Hero,Rick Riordan,9781364622512,Children & Young Adult,Children's Books,Religion,2.85,811,Random House,1964,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
484,Heroes of Olympus : The Lost Hero,Rick Riordan,9788641686225,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",2.85,531,Hachette Livre,1970,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
485,Heroes of Olympus : The Lost Hero,Rick Riordan,9787693898337,Children & Young Adult,Children's Books,Mysteries & Curiosities,2.85,988,Scholastic,1953,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
486,US (REISSUE),David Nicholls,9785911665530,Education,Reference,Library & Information Science,9.56,699,Random House,2013,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
487,Us: The Booker Prize-longlisted novel from the author of ONE DAY,David Nicholls,9780425979277,Fiction,Romance,Later in Life,3.08,831,Penguin Books,1976,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
488,"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [Paperback] Albom, Mitch",Mitch Albom,9785211039249,Non-Fiction,History,Biographies & Autobiographies,2.17,679,Hachette Livre,1989,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
489,"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [Paperback] Albom, Mitch",Mitch Albom,9784770538330,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,2.17,580,Vintage Books,2001,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
490,Keeper of Enchanted Rooms (Whimbrel House Book 1),Charlie N. Holmberg,9788792069801,Fiction,Romance,Paranormal,1.42,1158,Hachette Livre,1997,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
491,The Inheritance Games,Jennifer Lynn Barnes,9784394070166,Children & Young Adult,Children's Books,"Family, Personal & Social Issues",3.31,627,Vintage Books,1983,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
492,The Inheritance Games,Jennifer Lynn Barnes,9780463681572,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",3.31,733,Vintage Books,1991,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
493,The Inheritance Games,Jennifer Lynn Barnes,9782387800387,Children & Young Adult,Teen & Young Adult,Romance,3.31,1188,Bloomsbury Publishing,1953,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
494,The Inheritance Games,Jennifer Lynn Barnes,9786205554388,Children & Young Adult,Children's Books,Mysteries & Curiosities,3.31,1111,Bloomsbury Publishing,1953,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
495,The Inheritance Games,Jennifer Lynn Barnes,9786084325627,Children & Young Adult,Children's Books,Crime & Thriller,3.31,293,Hachette Livre,1992,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
496,WE SHOULD ALL BE FEMINISTS,Chimamanda Ngozi Adichie,9789363926499,Fiction,Literature & Fiction,Essays,2.27,190,Simon & Schuster,1953,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
497,God of Malice: A Dark College Romance (Legacy of Gods Book 1),Rina Kent,9782329832483,Fiction,Romance,Contemporary,4.07,789,Macmillan Publishers,2010,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
498,God of Malice: A Dark College Romance (Legacy of Gods Book 1),Rina Kent,9789251881252,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",4.07,921,Oxford University Press,1954,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
499,God of Malice: A Dark College Romance (Legacy of Gods Book 1),Rina Kent,9786647423120,Fiction,Romance,Romantic Suspense,4.07,1075,Vintage Books,1968,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
500,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,9789499939336,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.73,652,Oxford University Press,2002,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
501,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,9787289752674,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,1.73,240,Hachette Livre,1955,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
502,Diary of a Wimpy Kid: The Getaway,Jeff Kinney,9783306046334,Children & Young Adult,Children's Books,Comics & Graphic Novels,2.5,496,Bloomsbury Publishing,2019,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
503,Diary of a Wimpy Kid: The Getaway,Jeff Kinney,9787975736606,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.5,360,Macmillan Publishers,1998,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
504,Diary of a Wimpy Kid: The Getaway,Jeff Kinney,9786999880816,Children & Young Adult,Children's Books,Humour,2.5,1146,Penguin Books,2017,"Narración brillante que combina suspense, emoción y reflexión filosófica."
505,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,9783886086809,Fiction,Literature & Fiction,Humour,4.47,552,Simon & Schuster,1971,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
506,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,9786447264909,Non-Fiction,History,Biographies & Autobiographies,4.47,704,Scholastic,1970,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
507,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,9787181298266,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,4.47,511,HarperCollins,1962,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
508,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,9780279371458,Non-Fiction,Society & Social Sciences,Society & Culture,4.47,331,Bloomsbury Publishing,1951,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
509,Turtles All the Way Down,John Green,9781751868923,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.02,842,Bloomsbury Publishing,1994,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
510,Turtles All the Way Down,John Green,9780259222202,Children & Young Adult,Teen & Young Adult,Romance,3.02,370,Macmillan Publishers,1978,"Narración brillante que combina suspense, emoción y reflexión filosófica."
511,"The Body Keeps the Score: Mind, Brain and Body in the Transformation of Trauma",Bessel van der Kolk,9787421230946,Non-Fiction,Religion,New Age & Spirituality,5.24,153,Vintage Books,1961,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
512,Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants: Volume 1,Dav Pilkey,9787809733971,Children & Young Adult,Children's Books,Fantasy,4.51,561,Bloomsbury Publishing,2003,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
513,Dog Man 1,Dav Pilkey,9781990384982,Children & Young Adult,Children's Books,Comics & Graphic Novels,5.0,981,Vintage Books,1958,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
514,Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants: Volume 1,Dav Pilkey,9782050209945,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,4.51,1009,Penguin Books,1964,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
515,THE MAIDENS: The instant Sunday Times bestseller from the author of The Silent Patient,Alex Michaelides,9781622499988,Fiction,"Fantasy, Horror & Science Fiction",Horror,3.56,313,Random House,2010,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
516,REBECCA,Daphne Du Maurier,9785014556160,Fiction,Romance,Holidays,4.47,123,Scholastic,2009,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
517,REBECCA,Daphne Du Maurier,9787214586834,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,4.47,1101,Random House,2003,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
518,"Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life [Paperback] Johnson, Dr Spencer",Dr Spencer Johnson,9781981794693,Business & Law,Business & Economics,Analysis & Strategy,1.65,149,Macmillan Publishers,2018,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
519,Peppa Pig: Little Library [Board book] Peppa Pig,,9789952997879,Children & Young Adult,Children's Books,Animals & Pets,2.2,633,Vintage Books,2006,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
520,"""Dog Man Unleashed (Dog Man #2) From the Creator of Captain Underpants""",Dav Pilkey,9783430107137,Children & Young Adult,Children's Books,Comics & Graphic Novels,4.58,649,Scholastic,1967,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
521,"BORN TO RUN: THE HIDDEN TRIBE, THE ULTRA-RUNNERS, AND THE GREATEST RACE THE WORLD HAS NEVER SEEN",Christopher McDougall,9780558303445,Lifestyle & Leisure,Sports,Athletics & Gymnastics,4.28,866,Simon & Schuster,1950,"Narración brillante que combina suspense, emoción y reflexión filosófica."
522,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher Mcdougall,9788850155692,Lifestyle & Leisure,Sports,Athletics & Gymnastics,3.8,695,Vintage Books,1989,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
523,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher Mcdougall,9783557702720,Non-Fiction,Travel,Travel & Holiday Guides,3.8,253,Random House,2010,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
524,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher Mcdougall,9787608495883,Lifestyle & Leisure,Sports,Active Outdoor Pursuits,3.8,202,Random House,2010,"Narración brillante que combina suspense, emoción y reflexión filosófica."
525,A Long Walk to Water: International Bestseller Based on a True Story,Linda Sue Park,9785512405686,Children & Young Adult,Children's Books,Historical Fiction,2.63,651,Oxford University Press,1982,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
526,The Devil Wears Black,L.J. Shen,9786291450460,Fiction,Romance,Alpha Male,1.42,866,Penguin Books,1966,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
527,Bushcraft 101,Dave Canterbury,9785743842155,Lifestyle & Leisure,Sports,Active Outdoor Pursuits,4.95,1094,HarperCollins,1991,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
528,Frankenstein,Mary Shelley,9787807823576,Fiction,"Fantasy, Horror & Science Fiction",Horror,2.02,118,Macmillan Publishers,2019,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
529,Frankenstein (AmazonClassics Edition),Mary Shelley,9782182307680,Fiction,"Fantasy, Horror & Science Fiction",Horror,1.35,863,Random House,1996,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
530,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,9780915701840,Non-Fiction,Religion,Religious Studies,11.06,867,Oxford University Press,1962,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
531,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,9783533448571,Fiction,Literature & Fiction,Essays,11.06,989,Hachette Livre,2011,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
532,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,9782410988135,Fiction,Literature & Fiction,Essays,1.55,170,Bloomsbury Publishing,2013,"Narración brillante que combina suspense, emoción y reflexión filosófica."
533,LIFES AMAZING SECRETS,Gaur Gopal Das,9785424932146,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,2.28,539,Random House,2023,"Narración brillante que combina suspense, emoción y reflexión filosófica."
534,LIFES AMAZING SECRETS,Gaur Gopal Das,9787020701608,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,2.28,501,Hachette Livre,1975,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
535,LIFES AMAZING SECRETS,Gaur Gopal Das,9782997954539,Non-Fiction,Religion,Religious Studies,2.28,856,Penguin Books,1966,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
536,The Temporary Wife: Luca and Valentina's Story (The Windsors),Catharina Maura,9789217174771,Fiction,Romance,Contemporary,4.22,457,Random House,1978,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
537,He's Not My Type,Meghan  Quinn,9789456255774,Fiction,Romance,Sports,4.58,962,Simon & Schuster,2015,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
538,Magnus Chase and The Sword of Summer (Bo,Rick Riordan,9781577245994,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",2.85,1170,Random House,1966,"Narración brillante que combina suspense, emoción y reflexión filosófica."
539,Magnus Chase and The Sword of Summer (Bo,Rick Riordan,9786158148762,Children & Young Adult,Children's Books,Fantasy,2.85,187,Macmillan Publishers,1968,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
540,Magnus Chase and The Sword of Summer (Bo,Rick Riordan,9789382761533,Children & Young Adult,Children's Books,Religion,2.85,704,Macmillan Publishers,1978,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
541,Same Time Next Year: A Novella,Tessa Bailey,9789583219716,Fiction,Romance,Workplace Romance,0.76,144,HarperCollins,1960,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
542,Same Time Next Year: A Novella,Tessa Bailey,9785817246197,Fiction,Romance,Holidays,0.76,1189,Random House,1962,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
543,Same Time Next Year: A Novella,Tessa Bailey,9785701329024,Fiction,Romance,Contemporary,0.76,792,Simon & Schuster,2001,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
544,It's Not Summer Without You : Book 2 in the Summer I Turned Pretty Series,Jenny Han,9784699733545,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.31,133,Simon & Schuster,1986,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
545,"Good Girl, Bad Blood - The Sunday Times Bestseller And Seque",Holly Jackson,9785190986245,Children & Young Adult,Teen & Young Adult,Romance,3.07,768,Bloomsbury Publishing,1963,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
546,"Good Girl, Bad Blood: TikTok made me buy it! The Sunday Times Bestseller and sequel to A Good Girl's Guide to Murder (A Good Girl’s Guide to Murder, Book 2)",Holly Jackson,9780085140361,Children & Young Adult,Teen & Young Adult,Romance,2.92,617,HarperCollins,1981,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
547,"Good Girl, Bad Blood - The Sunday Times Bestseller And Seque",Holly Jackson,9786666832725,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",3.07,523,Simon & Schuster,1978,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
548,SORROW AND BLISS: A BBC Two Between the Covers pick,Meg Mason,9785624220101,Education,Higher Education Textbooks,Social Sciences,5.49,136,Random House,1982,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
549,The Day The Crayons Quit,Drew Daywalt,9782126796929,Children & Young Adult,Children's Books,Humour,3.42,778,Scholastic,1973,"Narración brillante que combina suspense, emoción y reflexión filosófica."
550,Start With Why,SINEK SIMON,9788765326905,Non-Fiction,Society & Social Sciences,Society & Culture,4.39,968,Oxford University Press,1988,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
551,Start with Why: How Great Leaders Inspire Everyone To Take Action,Simon Sinek,9788468950098,Non-Fiction,Society & Social Sciences,Society & Culture,9.77,955,Penguin Books,1992,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
552,Start With Why,SINEK SIMON,9789712847815,Business & Law,Business & Economics,Analysis & Strategy,4.39,196,Hachette Livre,2009,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
553,NINTH HOUSE: By the author of Shadow and Bone – now a Netflix Original Series,Leigh Bardugo,9783718949051,Fiction,"Fantasy, Horror & Science Fiction",Horror,4.28,303,Random House,2016,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
554,Throttled (Dirty Air Series Book 1),Lauren Asher,9787879565448,Fiction,Romance,Sports,4.56,874,Oxford University Press,2016,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
555,Wuthering Heights,Emily Brontë,9784940792901,Fiction,Romance,Romantic Suspense,1.09,668,HarperCollins,2023,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
556,Will,Will Smith,9784712814426,Lifestyle & Leisure,"Arts, Film & Photography",Theater & Ballet,5.2,1175,Hachette Livre,1984,"Narración brillante que combina suspense, emoción y reflexión filosófica."
557,Will,Will Smith,9784019292752,Lifestyle & Leisure,"Arts, Film & Photography",Cinema & Broadcast,12.02,1029,Scholastic,1966,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
558,"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,9787280512925,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,3.63,948,Bloomsbury Publishing,1991,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
559,"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,9783723950415,Children & Young Adult,Children's Books,Fantasy,3.63,1142,Simon & Schuster,2004,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
560,Hitchhiker's Guide to the Galaxy,Douglas Adams,9786747836672,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",3.55,612,Hachette Livre,1997,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
561,Hitchhiker's Guide to the Galaxy,Douglas Adams,9786047658012,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,3.55,412,Bloomsbury Publishing,1968,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
562,"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,9789454414967,Fiction,Literature & Fiction,Humour,3.63,860,Hachette Livre,1954,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
563,"Next in Line : The latest book from the Sunday Times bestselling author, the must-read new crime-thriller of 2022 (William Warwick Novels): The ... from the Sunday Times bestselling author.",Jeffrey Archer,9783852580013,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,3.67,1037,Simon & Schuster,1999,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
564,Factfulness,Hans Rosling,9788175344307,Non-Fiction,Society & Social Sciences,Anthropology,4.28,567,HarperCollins,1956,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
565,Outliers: The Story of Success,Malcolm Gladwell,9780939111926,Non-Fiction,Society & Social Sciences,Anthropology,5.5,350,Bloomsbury Publishing,1975,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
566,Kitchen Confidential,Anthony Bourdain,9781244717467,Lifestyle & Leisure,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",4.16,111,Random House,1973,"Narración brillante que combina suspense, emoción y reflexión filosófica."
567,We'll Always Have Summer : Book 3 in the Summer I Turned Pretty Series,Jenny Han,9781406650446,Children & Young Adult,Teen & Young Adult,Romance,3.21,654,Oxford University Press,1951,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
568,King of Greed: the instant Sunday Times bestseller - fall into a world of addictive romance . . . (Kings of Sin),Ana Huang,9787396271281,Fiction,Romance,Enemies to Lovers,2.1,641,Random House,1968,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
569,One Day With You: THE NUMBER ONE BESTSELLER,Shari Low,9781741011944,Fiction,Romance,Later in Life,1.21,255,Bloomsbury Publishing,1954,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
570,DOG MAN #03: A TALE OF TWO KITTIES,Dav Pilkey,9782006425699,Children & Young Adult,Children's Books,Comics & Graphic Novels,4.62,591,Oxford University Press,1980,"Narración brillante que combina suspense, emoción y reflexión filosófica."
571,Offside (Rules of the Game),Avery Keelan,9787661830678,Fiction,Romance,Sports,4.58,1191,Macmillan Publishers,1970,"Narración brillante que combina suspense, emoción y reflexión filosófica."
572,Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,9785546015859,Non-Fiction,Religion,Religious Studies,2.16,685,Bloomsbury Publishing,2000,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
573,Inner Engineering: A Yogi’s Guide to Joy,Sadhguru,9783280634610,Fiction,Literature & Fiction,Essays,1.96,771,Vintage Books,1991,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
574,Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,9787320309371,Non-Fiction,Religion,New Age & Spirituality,2.16,888,Bloomsbury Publishing,1951,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
575,Big Magic,Elizabeth Gilbert,9784787005057,Fiction,Literature & Fiction,Essays,3.56,159,Scholastic,2023,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
576,Crying in H Mart,Michelle Zauner,9783878293104,Non-Fiction,Society & Social Sciences,Ethnography,4.4,641,HarperCollins,2011,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
577,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9787903202042,Children & Young Adult,Children's Books,Holidays & Celebrations,2.57,820,Oxford University Press,2011,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
578,Diary of a Wimpy Kid: Cabin Fever (Book 6): Special Disney + Cover Edition,Jeff Kinney,9782911179932,Children & Young Adult,Children's Books,Holidays & Celebrations,2.5,630,Hachette Livre,1994,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
579,Diary of a Wimpy Kid: Cabin Fever (Book 6),Jeff Kinney,9785651982531,Children & Young Adult,Children's Books,Holidays & Celebrations,1.7,593,Vintage Books,1974,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
580,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9785114262582,Children & Young Adult,Children's Books,Geography & Cultures,2.57,105,Penguin Books,2023,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
581,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9789021962077,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.57,334,Simon & Schuster,2001,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
582,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9782194672323,Children & Young Adult,Children's Books,Comics & Graphic Novels,2.57,708,Vintage Books,2007,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
583,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9786329092795,Children & Young Adult,Children's Books,Humour,2.57,737,Random House,1977,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
584,Diary of a Wimpy Kid - 6: Cabin Fever [Paperback] Jeff Kinney,Jeff Kinney,9786083318194,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",2.57,621,Simon & Schuster,2008,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
585,"Brief History Of Time, A (L)",Stephen Hawking,9783734031279,Science & Technology,"Sciences, Technology & Medicine",Astronomy,3.31,446,Oxford University Press,1983,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
586,A Brief History of Time: From Big Bang to Black Holes,Stephen Hawking,9780054364590,Science & Technology,"Sciences, Technology & Medicine",Astronomy,9.02,988,Oxford University Press,2019,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
587,All the Bright Places,,9780822078112,Children & Young Adult,Teen & Young Adult,Romance,3.31,1027,Oxford University Press,2006,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
588,"Grandma's Bag of Stories: Special Edition: An Illustrated, Gift Edition of India’s Bestselling Children’s Book",Sudha Murty,9789563531534,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",5.16,115,Scholastic,1965,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
589,"Grandma's Bag of Stories: Special Edition: An Illustrated, Gift Edition of India’s Bestselling Children’s Book",Sudha Murty,9783631797060,Children & Young Adult,Children's Books,Growing Up & Facts of Life,5.16,980,Penguin Books,1985,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
590,"Grandma's Bag of Stories: Collection of 20+ Illustrated short stories, traditional Indian folk tales for all ages for children of all ages by Sudha Murty [Paperback] Sudha Murty",Murty Sudha,9787265273541,Children & Young Adult,Children's Books,Literature & Fiction,1.89,98,Vintage Books,2015,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
591,"Grandma's Bag of Stories: Collection of 20+ Illustrated short stories, traditional Indian folk tales for all ages for children of all ages by Sudha Murty [Paperback] Sudha Murty",Murty Sudha,9780904217762,Children & Young Adult,Children's Books,Traditional Stories,1.89,1035,Vintage Books,1993,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
592,"Ram - Scion Of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",Amish Tripathi,9784929298316,Fiction,Literature & Fiction,"Myths, Legends & Sagas",3.29,155,Bloomsbury Publishing,1993,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
593,Black Ties and White Lies: A Billionaire Fake Fiance Romance (Black Tie Billionaires),Kat Singleton,9783977406332,Fiction,Romance,Contemporary,3.21,814,HarperCollins,1973,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
594,Black Ties and White Lies: A Billionaire Fake Fiance Romance (Black Tie Billionaires),Kat Singleton,9783929060074,Fiction,Romance,Romantic Suspense,3.21,1063,Simon & Schuster,1982,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
595,Make You Bed,William H. McRaven,9788671773187,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,2.3,526,Random House,1993,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
596,Make You Bed,William H. McRaven,9782543107421,Business & Law,Business & Economics,Analysis & Strategy,2.3,916,Hachette Livre,2012,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
597,Make You Bed,William H. McRaven,9780772625704,Non-Fiction,Religion,New Age & Spirituality,2.3,199,Simon & Schuster,2020,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
598,Make You Bed,William H. McRaven,9788046498934,Non-Fiction,History,Biographies & Autobiographies,2.3,242,Penguin Books,2008,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
599,Open: An Autobiography,Andre Agassi,9780850165797,Lifestyle & Leisure,Sports,Training & Coaching,2.75,646,Simon & Schuster,1962,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
600,"Unnatural Causes: 'An absolutely brilliant book. I really recommend it, I don't often say that' Jeremy Vine, BBC Radio 2 [Paperback] Shepherd, Richard",Dr Richard Shepherd,9782818325381,Science & Technology,Medicine & Health Sciences,Administration & Policy,9.71,723,Macmillan Publishers,1993,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
601,"Dante: A Dark Mafia, Enemies to Lovers Romance (Chicago Ruthless Book 1)",Sadie  Kincaid,9783355486409,Fiction,Romance,Enemies to Lovers,4.56,211,Bloomsbury Publishing,2016,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
602,Give Me More (Salacious Players' Club),Sara Cate,9787788178847,Fiction,Romance,Alpha Male,4.58,982,HarperCollins,1983,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
